Id,Rooms,Square,Floor,HouseFloor,HouseYear,Ecology_1,Ecology_2,Ecology_3,Social_1,Social_2,Social_3,Helthcare_2,Shops_1,Shops_2,Huge,KitchenLifeSqareRatio,HouseAge_cat,Price
5533,2.485660354345943,2.705636026747208,-0.8637254774867813,-1.4166635902922369,0.7805939400212748,-0.7108641300542715,-0.09462806628849237,-0.16894390091374323,-1.4121623386258044,-1.297487667524057,-0.34014551358022266,-0.8868662933280766,-0.8840461105633255,-0.2963837892961079,2.6873767568959557,-0.16106355084780993,-0.818973061617448,206796.6707411423
6787,-1.061482498805599,-1.1458594403799975,-1.436392792246789,-1.2679988380512697,-0.39894693643800655,2.127919077761232,-0.09462806628849237,-0.16894390091374323,0.5281306242675439,0.42634209767780357,-0.2978454341671684,0.45104250294282916,0.16194567878601096,-0.2963837892961079,-0.3721100874426875,0.044250483556622935,0.4875687349245661,109844.44549520011
12619,0.12089845224491501,-0.55513086809073,-1.2455036873267864,-1.1193340858103022,-0.6086430922529898,-0.9948388559181038,-0.09462806628849237,-0.16894390091374323,0.9846701449483317,0.5728063926478326,-0.2978454341671684,-0.21791189519262377,0.16194567878601096,-0.2963837892961079,-0.3721100874426875,-0.04032026919722401,0.4875687349245661,179485.93103677806
7836,0.12089845224491501,0.004670059512479569,0.8542764667932415,1.853960959009042,0.41362566734505396,-1.003236119656291,-0.09462806628849237,-0.16894390091374323,0.29986086392715,0.05068367559597143,-0.34014551358022266,-0.8868662933280766,0.16194567878601096,3.3740036942470244,-0.3721100874426875,0.053787881022437325,-0.29635634300064234,251269.31257001433
16010,-1.061482498805599,-1.0816694558178732,-0.48194726764677626,-1.1193340858103022,-0.5824310727761169,0.5894160811892072,-0.09462806628849237,-0.16894390091374323,0.35692830401224845,0.1943986407969385,-0.17094519592800558,-0.8868662933280766,-0.6748477526934582,-0.2963837892961079,-0.3721100874426875,0.05055736450004176,0.4875687349245661,142314.0849434186
1180,-1.061482498805599,-1.3428499024018703,-0.10016905780677117,-0.07868082012353181,-0.5300070338223711,1.7556133523842234,-0.09462806628849237,-0.16894390091374323,-0.7273530576046227,-0.7721157425633043,0.6327563129200257,-0.21791189519262377,-0.8840461105633255,-0.2963837892961079,-0.3721100874426875,0.012260083853790306,0.4875687349245661,198317.920494248
14960,-1.061482498805599,-1.0539246516979586,-0.8637254774867813,-1.1193340858103022,0.8592299984518935,-0.9545796926602399,-0.09462806628849237,-0.16894390091374323,-1.355094898540706,-1.2425010721428174,-0.34014551358022266,-0.8868662933280766,-0.8840461105633255,-0.2963837892961079,-0.3721100874426875,0.0820695018279273,-0.818973061617448,68642.46882280821
15757,-1.061482498805599,-0.7173438853926046,-1.2455036873267864,-0.07868082012353181,-0.08440270271553152,1.5303997399872846,-0.09462806628849237,-0.16894390091374323,1.5553445457993167,1.237644318621002,-0.08634503710189703,-0.21791189519262377,0.9987391102654801,-0.2963837892961079,-0.3721100874426875,0.14604550044460743,-0.03504798369223954,165369.27684996574
4745,1.3032794032954291,0.17807331782445146,-1.0546145824067839,-1.1193340858103022,-0.5824310727761169,-0.9948388559181038,-0.09462806628849237,-0.16894390091374323,0.9846701449483317,0.5728063926478326,-0.2978454341671684,-0.21791189519262377,0.16194567878601096,-0.2963837892961079,-0.3721100874426875,-0.08369816307404028,0.4875687349245661,209790.53776397265
15186,-1.061482498805599,-0.7891756590703785,-0.10016905780677117,0.6646429410813043,0.8068059594981477,-0.904917437871529,-0.09462806628849237,-0.16894390091374323,-1.1838925782854106,-1.1107831822977572,-0.34014551358022266,-0.8868662933280766,-0.8840461105633255,-0.2963837892961079,-0.3721100874426875,-0.14900285337307204,-0.818973061617448,113570.2623483533
3941,1.3032794032954291,0.622406799335802,-1.0546145824067839,-0.07868082012353181,-0.16303876114615026,1.5303997399872846,-0.09462806628849237,-0.16894390091374323,1.5553445457993167,1.237644318621002,-0.08634503710189703,-0.21791189519262377,0.9987391102654801,-0.2963837892961079,-0.3721100874426875,-0.024034723422992493,0.22626037561616327,240506.02157803968
14372,0.12089845224491501,-0.626335696053329,-0.6728363725667789,-1.1193340858103022,-0.556219053299244,0.772396804722042,-0.09462806628849237,-0.16894390091374323,-0.7844204976897212,-0.7401235416142194,-0.2555453547541141,1.119996901078282,-0.8840461105633255,-0.2963837892961079,-0.3721100874426875,-0.04829225349709471,0.4875687349245661,192467.69576893075
1854,-1.061482498805599,-0.684383418933375,1.6178328864732516,0.6646429410813043,0.8592299984518935,2.127919077761232,-0.09462806628849237,-0.16894390091374323,0.5281306242675439,0.42634209767780357,-0.2978454341671684,0.45104250294282916,0.16194567878601096,-0.2963837892961079,-0.3721100874426875,-0.14472656177964258,-0.818973061617448,157866.2805477325
8007,0.12089845224491501,-0.5823129659903237,-1.0546145824067839,-1.1193340858103022,-0.42515895591487946,-0.3119296611769552,-0.09462806628849237,-0.16894390091374323,-0.27081353692383486,-0.6551442578432128,0.5058560746808628,-0.21791189519262377,-0.04725267908385633,-0.2963837892961079,-0.3721100874426875,-0.047342057580661075,0.4875687349245661,301309.74408345786
16387,0.12089845224491501,-0.08143321678840724,0.47249825695323644,-0.07868082012353181,-0.031978663761785674,-0.6884202291546394,-0.09462806628849237,-0.16894390091374323,0.41399574409734696,0.3471114125148357,3.5937618718338245,1.7889512992137349,1.2079374681353474,-0.2963837892961079,-0.3721100874426875,0.012706244289276613,-0.03504798369223954,297163.9838614121
531,1.3032794032954291,0.2845697557458802,-1.0546145824067839,-0.5246750768464334,-0.42515895591487946,-0.9948726014510931,-0.09462806628849237,-0.16894390091374323,0.4710631841824454,0.355859279961851,-0.21324527534105986,-0.21791189519262377,0.9987391102654801,-0.2963837892961079,-0.3721100874426875,-0.07144662774853341,0.4875687349245661,274922.189256255
2085,-1.061482498805599,0.3494413767919616,-1.0546145824067839,-0.5246750768464334,-1.919244066096636,-0.8815572023327244,-0.09462806628849237,-0.16894390091374323,-0.3278809770089333,-0.38820933117428624,-0.17094519592800558,-0.8868662933280766,-0.2564510369537236,-0.2963837892961079,-0.3721100874426875,0.2977236266089652,1.7941105314665802,262279.8139145041
8553,1.3032794032954291,1.343604888890327,0.8542764667932415,-1.7139930947741713,-0.2154628000998961,0.07135583139598914,-0.09462806628849237,-0.16894390091374323,1.0417375850334303,0.7672589890414889,-0.21324527534105986,1.119996901078282,0.9987391102654801,-0.2963837892961079,-0.3721100874426875,-0.008479584158439846,0.22626037561616327,410883.89201982936
1780,0.12089845224491501,0.739361377826329,0.09072004711323137,0.3673134365993699,-0.2154628000998961,-0.39448711214185617,-0.09462806628849237,-0.16894390091374323,-1.2980274584556075,-1.1822657562933685,-0.2978454341671684,-0.8868662933280766,-0.8840461105633255,3.3740036942470244,-0.3721100874426875,-0.16788449254176618,0.22626037561616327,166304.44161347626
10312,1.3032794032954291,1.4372196101596277,0.09072004711323137,0.21864868435840265,0.5446857647294185,-0.22463689360449182,-0.09462806628849237,-0.16894390091374323,-0.21374609683873635,-0.25324223342033453,-0.2555453547541141,-0.21791189519262377,-0.4656493948235909,-0.2963837892961079,-0.3721100874426875,0.0035221370335168545,-0.5576647023090452,402907.39050514007
13704,0.12089845224491501,0.3220454752648864,1.8087219913932542,0.6646429410813043,-0.2154628000998961,-1.0025767926836409,-0.09462806628849237,-0.16894390091374323,-0.15667865675363787,0.2596327380446818,5.62416568366043,1.119996901078282,3.927516120443622,-0.2963837892961079,-0.3721100874426875,-0.14472656177964258,0.22626037561616327,177914.7157883562
2765,0.12089845224491501,0.03386650563189432,0.8542764667932415,0.6646429410813043,0.41362566734505396,-0.23722008823679336,-0.09462806628849237,-0.16894390091374323,2.8108282276714833,3.4301098399129724,-0.2555453547541141,2.457905697349188,2.253929257484684,-0.2963837892961079,-0.3721100874426875,0.04576186027094903,-0.29635634300064234,314974.23127523577
12240,-1.061482498805599,-0.7233053398973349,-0.2910581627267737,0.6646429410813043,-0.05819068323865859,-0.5738237230582514,-0.09462806628849237,-0.16894390091374323,1.0417375850334303,1.3151254302945667,-0.2978454341671684,0.45104250294282916,-0.2564510369537236,-0.2963837892961079,-0.3721100874426875,0.1499127912757653,-0.03504798369223954,153918.52824728267
2375,-1.061482498805599,-0.6600348885599564,0.47249825695323644,0.6646429410813043,-0.2154628000998961,-1.0025767926836409,-0.09462806628849237,-0.16894390091374323,-0.15667865675363787,0.2596327380446818,5.62416568366043,1.119996901078282,3.927516120443622,-0.2963837892961079,-0.3721100874426875,-0.14472656177964258,0.22626037561616327,133039.38305613937
34,1.3032794032954291,1.1005345811911402,2.763167515993267,1.853960959009042,0.8854420179287664,1.048530410104116,-0.09462806628849237,-0.16894390091374323,-1.126825138200312,-0.9485727259231004,-0.34014551358022266,-0.8868662933280766,-0.8840461105633255,-0.2963837892961079,-0.3721100874426875,0.022023054967992253,-0.818973061617448,206647.24566561845
7006,-1.061482498805599,-1.0264455639044732,-0.48194726764677626,-0.5246750768464334,-0.5824310727761169,-0.2520629259399694,-0.09462806628849237,-0.16894390091374323,0.4710631841824454,0.6540365903701183,-0.1286451165149513,-0.8868662933280766,1.4171358260052147,-0.2963837892961079,-0.3721100874426875,0.11924313071904138,0.4875687349245661,169259.7609984045
1502,0.12089845224491501,-0.32139558764481113,-0.48194726764677626,-0.5246750768464334,-0.3203108780073878,-1.0018046678924213,-0.09462806628849237,-0.16894390091374323,0.6422655044377409,0.15815747565930333,-0.34014551358022266,-0.21791189519262377,-0.6748477526934582,-0.2963837892961079,-0.3721100874426875,-0.049906478123435155,0.22626037561616327,192968.97391983526
184,-1.061482498805599,0.025526870992801265,-1.0546145824067839,-1.8626578470151385,-0.2154628000998961,-0.8845112272359179,-0.09462806628849237,-0.16894390091374323,-1.2980274584556075,-1.2207563730602362,-0.34014551358022266,-0.8868662933280766,-0.8840461105633255,-0.2963837892961079,-0.3721100874426875,-0.16788449254176618,0.22626037561616327,107003.35186461164
10293,0.12089845224491501,-0.2828412139815601,-0.10016905780677117,-0.07868082012353181,-0.45137097539175236,1.6137226240042137,-0.09462806628849237,-0.16894390091374323,-0.7844204976897212,-0.6526448671440656,-0.2978454341671684,-0.8868662933280766,-0.8840461105633255,-0.2963837892961079,-0.3721100874426875,0.0037510234596758586,0.4875687349245661,157870.21616002204
2182,0.12089845224491501,0.9144501763539636,-0.2910581627267737,-0.5246750768464334,0.8330179789750206,-0.39448711214185617,-0.09462806628849237,-0.16894390091374323,-1.2980274584556075,-1.1822657562933685,-0.2978454341671684,-0.8868662933280766,-0.8840461105633255,3.3740036942470244,2.6873767568959557,-0.15763387874445717,-0.818973061617448,166353.7343526523
4838,-1.061482498805599,-0.9076189743861616,0.47249825695323644,-0.22734557236449904,-0.2154628000998961,-0.8543588173627921,-0.09462806628849237,-0.16894390091374323,-1.2980274584556075,-1.2222560074797246,-0.34014551358022266,-0.8868662933280766,-0.8840461105633255,-0.2963837892961079,-0.3721100874426875,0.26351828884770484,0.22626037561616327,140291.54871913514
12371,-1.061482498805599,-0.6834730762001421,0.2816091520332339,0.6646429410813043,0.3612016283913081,-0.23722008823679336,-0.09462806628849237,-0.16894390091374323,2.8108282276714833,3.4301098399129724,-0.2555453547541141,2.457905697349188,2.253929257484684,-0.2963837892961079,-0.3721100874426875,0.1167590866629711,-0.29635634300064234,193699.18768350122
